hotel_name,booking_status,room_type,total_guests,amenities,total_nights,price_per_night,total_amount,payment_method,check_in_date,check_out_date,rating
The Peninsula Manila,confirmed,single,4,pool,1,2871.19,9794.15,cash,1/8/2025,1/3/2025,4
The Peninsula Manila,cancelled,double,4,pool,1,1995.86,3836.96,online transfer,1/14/2025,1/25/2025,1
The Manila Hotel,pending,single,2,spa,2,3108.16,25439.76,cash,1/9/2025,2/17/2025,2
Okada Manila,confirmed,double,5,pool,9,4826.04,12030.02,online transfer,2/18/2025,2/3/2025,4
Grand Hyatt Manila,confirmed,single,1,pool,8,2939.75,24739.97,credit card,1/21/2025,1/3/2025,1
Grand Hyatt Manila,confirmed,double,6,gym,2,2823.88,17576.4,cash,2/14/2025,1/1/2025,4
Okada Manila,cancelled,single,3,gym,1,2065.43,4592.49,cash,2/7/2025,1/22/2025,5
Grand Hyatt Manila,pending,suite,8,pool,5,4766.3,2336.62,online transfer,1/7/2025,1/14/2025,5
Okada Manila,pending,double,6,gym,4,2872.58,28637.2,cash,1/24/2025,1/14/2025,4
Okada Manila,confirmed,suite,9,spa,5,4495.63,24750.45,credit card,1/12/2025,1/21/2025,1
Okada Manila,cancelled,double,4,pool,2,2909.51,7079.45,cash,2/2/2025,2/16/2025,3
Okada Manila,cancelled,single,1,spa,1,3807.91,3334.21,cash,1/11/2025,1/25/2025,1
The Peninsula Manila,pending,single,4,pool,6,2625.77,29616.52,cash,1/28/2025,2/19/2025,1
The Peninsula Manila,confirmed,suite,2,pool,5,4233.42,3340.39,credit card,2/16/2025,2/5/2025,4
The Peninsula Manila,cancelled,double,3,pool,4,4609.76,19647.26,credit card,2/4/2025,2/15/2025,1
Okada Manila,pending,double,6,gym,3,3065.76,6034.94,cash,1/24/2025,1/14/2025,2
The Peninsula Manila,cancelled,suite,3,pool,9,4054.09,18368.87,online transfer,1/11/2025,1/24/2025,1
The Manila Hotel,cancelled,double,6,gym,4,3467.72,24648.63,cash,1/28/2025,2/6/2025,2
The Manila Hotel,confirmed,single,10,pool,7,2850.24,14284.07,online transfer,2/18/2025,2/3/2025,3
Grand Hyatt Manila,cancelled,double,8,pool,5,3741.32,3532.45,online transfer,2/13/2025,2/15/2025,4
Grand Hyatt Manila,cancelled,double,7,spa,1,3275.68,22538.62,cash,1/9/2025,2/8/2025,5
Grand Hyatt Manila,confirmed,suite,8,pool,8,2326.13,13089.87,online transfer,1/26/2025,1/16/2025,1
Okada Manila,confirmed,suite,5,gym,3,1673.69,8112.51,online transfer,1/8/2025,1/14/2025,3
Grand Hyatt Manila,cancelled,suite,8,spa,1,2969.77,15295.42,credit card,1/13/2025,1/23/2025,4
The Manila Hotel,cancelled,double,9,spa,10,4012.91,4880.71,cash,2/6/2025,1/28/2025,5
The Manila Hotel,pending,suite,4,gym,8,3101.22,5869.28,online transfer,2/18/2025,1/30/2025,5
Okada Manila,pending,double,3,gym,7,3735.46,29365.26,cash,1/2/2025,2/3/2025,1
The Peninsula Manila,confirmed,double,3,pool,6,2690.25,14759.01,online transfer,1/17/2025,1/4/2025,5
The Manila Hotel,confirmed,suite,7,gym,8,4663.05,12807.41,credit card,1/6/2025,2/5/2025,2
The Manila Hotel,pending,double,10,pool,9,2928.15,8797.43,online transfer,2/7/2025,1/9/2025,3
The Manila Hotel,pending,suite,4,pool,10,3917.02,21181.75,online transfer,2/10/2025,1/1/2025,5
The Peninsula Manila,cancelled,single,8,gym,7,3549.95,22648.99,credit card,2/7/2025,1/28/2025,3
Grand Hyatt Manila,confirmed,single,3,gym,2,2236.58,22102.41,cash,2/1/2025,2/12/2025,1
Grand Hyatt Manila,pending,suite,3,gym,3,1634.15,16121.98,credit card,1/2/2025,2/5/2025,1
Grand Hyatt Manila,confirmed,suite,1,gym,3,3626.09,12610.58,online transfer,1/12/2025,1/31/2025,4
Grand Hyatt Manila,confirmed,suite,4,spa,1,3278.04,22517.58,cash,1/11/2025,2/3/2025,5
Grand Hyatt Manila,cancelled,double,5,gym,2,4776.66,9201.85,cash,2/14/2025,1/12/2025,2
Grand Hyatt Manila,cancelled,suite,9,pool,9,2853.58,2697.39,online transfer,2/16/2025,1/7/2025,2
The Manila Hotel,pending,single,3,spa,9,4299.57,6737.6,online transfer,1/14/2025,1/3/2025,2
Okada Manila,confirmed,single,3,gym,2,4450.87,18592.78,credit card,2/18/2025,1/11/2025,2
The Peninsula Manila,pending,suite,7,spa,5,2981.59,4818.38,cash,2/1/2025,1/16/2025,5
The Manila Hotel,confirmed,double,6,gym,3,3288.92,18323.18,online transfer,1/15/2025,1/8/2025,2
Okada Manila,cancelled,single,10,spa,9,2360.16,14054.1,online transfer,2/16/2025,2/11/2025,1
The Manila Hotel,cancelled,suite,7,gym,10,3648.6,15003.01,cash,1/30/2025,1/15/2025,1
The Manila Hotel,cancelled,suite,7,spa,2,4258.88,26668.74,credit card,1/12/2025,1/5/2025,2
The Peninsula Manila,confirmed,single,1,gym,1,4740.72,20306.49,online transfer,1/29/2025,1/20/2025,2
The Peninsula Manila,pending,single,10,pool,1,3948.4,5778.1,cash,2/10/2025,1/8/2025,4
The Manila Hotel,confirmed,single,3,spa,6,3243.35,29218.63,credit card,1/29/2025,2/17/2025,4
Grand Hyatt Manila,pending,single,4,gym,3,3512.08,7879.62,online transfer,1/30/2025,1/1/2025,5
Grand Hyatt Manila,confirmed,suite,7,pool,1,4901.28,20387.95,cash,2/8/2025,1/24/2025,5
Grand Hyatt Manila,confirmed,suite,1,pool,1,2254.22,19722.39,credit card,1/17/2025,1/2/2025,3
The Peninsula Manila,pending,single,7,gym,3,2183.02,27117.71,cash,2/9/2025,1/21/2025,2
The Manila Hotel,confirmed,double,3,spa,6,2638.68,6000.73,online transfer,2/2/2025,2/8/2025,3
The Peninsula Manila,confirmed,suite,8,gym,10,4247.75,20960.67,cash,1/7/2025,1/10/2025,3
Okada Manila,pending,double,7,spa,10,3675.23,16070.17,online transfer,2/8/2025,1/18/2025,3
The Peninsula Manila,confirmed,single,10,spa,4,4030.67,22816.15,cash,1/13/2025,1/2/2025,2
Okada Manila,confirmed,suite,9,spa,6,4080.61,25130.36,online transfer,1/3/2025,1/26/2025,3
Okada Manila,confirmed,suite,10,pool,8,3834.88,9864.49,online transfer,1/9/2025,1/28/2025,5
The Manila Hotel,pending,double,3,pool,9,4050.82,17002.68,cash,1/28/2025,1/20/2025,5
Grand Hyatt Manila,pending,double,10,spa,3,2628.83,19840.3,cash,1/21/2025,1/10/2025,5
Grand Hyatt Manila,pending,double,7,pool,8,2433.26,16448.96,online transfer,1/20/2025,1/11/2025,5
Okada Manila,pending,double,10,pool,10,1711.72,8716.99,cash,1/18/2025,1/26/2025,2
The Peninsula Manila,pending,suite,8,gym,3,3603.41,11682.83,credit card,2/3/2025,1/27/2025,4
Grand Hyatt Manila,cancelled,double,10,gym,2,4892.33,1671.06,online transfer,2/10/2025,2/15/2025,2
The Peninsula Manila,confirmed,single,9,gym,2,2022.17,4227.02,cash,1/5/2025,1/31/2025,3
The Peninsula Manila,confirmed,single,6,spa,6,4968.83,21396.02,credit card,2/5/2025,1/10/2025,3
Grand Hyatt Manila,pending,double,3,pool,10,2627.6,13983.05,credit card,2/17/2025,2/2/2025,3
The Peninsula Manila,confirmed,double,8,gym,1,3064.19,11253.37,cash,1/26/2025,1/14/2025,2
The Peninsula Manila,cancelled,double,5,spa,4,3859.78,1960.11,online transfer,2/5/2025,1/20/2025,3
Grand Hyatt Manila,pending,suite,7,spa,8,4609.18,24952.23,credit card,1/5/2025,2/5/2025,1
Okada Manila,cancelled,suite,10,pool,8,3703.16,17072.5,credit card,1/23/2025,1/29/2025,3
The Manila Hotel,cancelled,double,8,pool,4,2455.36,5037.59,credit card,2/6/2025,1/11/2025,4
Grand Hyatt Manila,cancelled,double,5,spa,10,3370.96,7500.53,online transfer,1/23/2025,1/23/2025,4
Okada Manila,cancelled,suite,2,gym,1,4066.51,10036.74,online transfer,1/31/2025,1/2/2025,5
Okada Manila,cancelled,suite,2,spa,6,2310.19,25244.77,credit card,2/6/2025,1/20/2025,3
The Peninsula Manila,confirmed,suite,6,pool,4,1604.38,6679.44,credit card,1/7/2025,1/10/2025,1
The Peninsula Manila,pending,suite,3,gym,3,4164.26,15187.04,cash,1/21/2025,1/17/2025,2
Grand Hyatt Manila,confirmed,single,1,spa,3,3212.32,2518.86,credit card,1/6/2025,2/11/2025,5
The Peninsula Manila,pending,double,4,pool,1,2387.76,7817.5,credit card,1/5/2025,2/19/2025,4
Grand Hyatt Manila,cancelled,double,9,pool,4,4396.93,24333.95,online transfer,2/16/2025,2/1/2025,5
Grand Hyatt Manila,pending,suite,4,spa,5,3029.51,23346.66,credit card,1/13/2025,2/13/2025,4
Okada Manila,confirmed,double,4,pool,6,4563.18,4623.53,cash,1/4/2025,1/30/2025,5
Okada Manila,pending,double,3,pool,9,2516.0,26784.72,cash,2/12/2025,2/9/2025,2
Okada Manila,cancelled,double,3,spa,6,3708.23,14633.71,credit card,1/21/2025,1/30/2025,5
Okada Manila,cancelled,suite,2,gym,10,3659.7,1897.14,credit card,2/8/2025,2/2/2025,3
The Peninsula Manila,pending,suite,4,spa,1,2416.89,23681.72,cash,1/12/2025,2/2/2025,2
Okada Manila,cancelled,single,4,pool,9,4245.41,18350.81,cash,1/14/2025,1/13/2025,3
The Peninsula Manila,confirmed,suite,10,pool,7,3553.17,20999.02,credit card,1/3/2025,2/5/2025,4
The Manila Hotel,confirmed,double,1,spa,2,1699.65,4796.57,online transfer,1/6/2025,2/11/2025,3
Grand Hyatt Manila,cancelled,single,9,pool,9,3643.88,1859.68,credit card,2/8/2025,1/12/2025,3
Okada Manila,pending,double,5,gym,2,3326.74,2170.44,online transfer,1/17/2025,2/19/2025,5
Grand Hyatt Manila,pending,suite,9,gym,4,2893.32,8421.74,cash,1/18/2025,1/25/2025,2
The Manila Hotel,cancelled,double,2,pool,10,3321.14,8581.63,online transfer,1/8/2025,1/8/2025,4
Grand Hyatt Manila,confirmed,suite,3,spa,3,1736.69,17683.9,online transfer,2/2/2025,1/17/2025,3
The Manila Hotel,cancelled,suite,1,gym,10,2137.37,9078.34,credit card,2/17/2025,1/11/2025,2
Okada Manila,pending,single,10,pool,9,2645.81,6147.47,cash,2/10/2025,1/22/2025,5
Okada Manila,confirmed,double,9,spa,10,2360.71,11605.71,credit card,1/5/2025,1/9/2025,4
Okada Manila,confirmed,suite,10,gym,8,3835.07,19281.78,cash,1/20/2025,1/15/2025,1
The Manila Hotel,pending,single,7,gym,1,3790.01,28021.65,cash,2/15/2025,1/29/2025,1
Okada Manila,confirmed,suite,8,spa,3,3654.54,18734.37,online transfer,1/11/2025,1/3/2025,5
Grand Hyatt Manila,cancelled,suite,6,spa,1,3278.62,5094.43,online transfer,1/13/2025,2/3/2025,4
The Manila Hotel,confirmed,double,5,pool,4,1925.95,20232.24,cash,2/4/2025,1/12/2025,3
Okada Manila,cancelled,suite,8,pool,7,2223.53,22933.2,cash,2/4/2025,2/16/2025,3
The Peninsula Manila,pending,suite,5,spa,2,3045.51,21485.55,online transfer,2/1/2025,1/15/2025,2
The Peninsula Manila,confirmed,double,5,gym,6,2604.61,3422.23,cash,1/12/2025,1/16/2025,4
The Peninsula Manila,pending,single,1,pool,10,2748.32,9633.02,credit card,1/26/2025,2/3/2025,3
Grand Hyatt Manila,pending,double,5,gym,2,2303.06,23170.94,credit card,2/6/2025,1/17/2025,5
Okada Manila,cancelled,single,5,spa,7,2338.95,11064.94,online transfer,1/25/2025,2/2/2025,2
Okada Manila,confirmed,single,4,gym,1,3783.45,28125.19,credit card,2/4/2025,1/13/2025,4
Grand Hyatt Manila,pending,suite,10,pool,2,4669.2,29037.61,credit card,1/15/2025,1/3/2025,1
Okada Manila,cancelled,single,2,spa,2,4713.81,25805.33,credit card,2/13/2025,1/15/2025,5
The Peninsula Manila,pending,single,8,gym,7,1614.78,7182.87,cash,1/23/2025,2/11/2025,5
Grand Hyatt Manila,confirmed,double,9,spa,6,4946.33,5079.14,online transfer,1/11/2025,2/7/2025,5
The Manila Hotel,cancelled,suite,7,pool,4,3575.32,2061.66,cash,2/15/2025,2/11/2025,2
Okada Manila,cancelled,suite,2,gym,4,3377.03,17568.36,online transfer,1/21/2025,2/1/2025,3
Okada Manila,confirmed,double,5,pool,5,4919.08,22672.08,cash,2/6/2025,2/10/2025,4
The Peninsula Manila,pending,double,10,gym,9,2511.74,3931.58,online transfer,1/2/2025,1/11/2025,2
Okada Manila,confirmed,single,2,spa,1,3983.18,3119.99,credit card,1/3/2025,2/15/2025,2
The Manila Hotel,confirmed,double,10,spa,9,2655.99,5929.32,cash,1/7/2025,1/8/2025,2
Okada Manila,pending,suite,7,spa,8,2943.45,10135.96,cash,1/5/2025,2/3/2025,3
Okada Manila,cancelled,suite,4,pool,6,1649.87,12425.26,credit card,1/15/2025,2/1/2025,2
The Manila Hotel,cancelled,suite,9,gym,9,2354.98,21084.57,cash,2/10/2025,2/5/2025,5
The Peninsula Manila,confirmed,suite,3,spa,9,2248.77,10228.63,online transfer,2/3/2025,1/14/2025,5
Grand Hyatt Manila,confirmed,single,10,pool,2,1648.9,4429.72,credit card,1/25/2025,1/11/2025,1
The Peninsula Manila,cancelled,double,6,spa,2,3469.58,6389.49,credit card,1/16/2025,1/13/2025,2
Grand Hyatt Manila,pending,single,6,spa,8,3979.99,15797.25,credit card,2/15/2025,1/25/2025,2
Okada Manila,cancelled,single,2,spa,1,4869.95,5891.7,online transfer,2/15/2025,1/7/2025,2
The Manila Hotel,pending,suite,4,pool,1,2183.56,9877.15,online transfer,1/18/2025,1/26/2025,5
The Peninsula Manila,confirmed,suite,2,spa,5,3597.0,6385.64,credit card,2/1/2025,1/15/2025,2
Okada Manila,cancelled,suite,8,gym,4,4713.22,11036.15,credit card,1/31/2025,2/5/2025,1
The Manila Hotel,confirmed,double,8,spa,3,4301.29,27741.62,credit card,2/16/2025,2/16/2025,5
The Peninsula Manila,pending,suite,7,spa,3,2999.03,27744.66,online transfer,1/12/2025,1/31/2025,1
Grand Hyatt Manila,cancelled,suite,6,pool,10,1708.03,12296.04,credit card,1/2/2025,1/8/2025,1
The Manila Hotel,pending,double,5,gym,7,3806.71,18815.26,cash,2/15/2025,1/22/2025,2
The Peninsula Manila,cancelled,double,5,spa,7,2962.16,4623.81,credit card,1/29/2025,1/12/2025,4
Grand Hyatt Manila,pending,double,4,gym,10,3671.74,4565.67,credit card,2/12/2025,2/12/2025,5
The Peninsula Manila,confirmed,single,8,spa,9,3840.3,10719.09,credit card,2/3/2025,2/4/2025,2
Grand Hyatt Manila,cancelled,double,3,pool,2,1911.73,11045.69,credit card,2/8/2025,2/7/2025,5
The Manila Hotel,pending,single,7,gym,9,2307.19,15961.17,credit card,2/13/2025,1/3/2025,5
The Manila Hotel,cancelled,double,9,spa,7,4996.01,22655.34,online transfer,2/19/2025,1/2/2025,1
Grand Hyatt Manila,cancelled,double,1,gym,9,1905.42,3631.02,credit card,2/11/2025,2/16/2025,3
The Manila Hotel,confirmed,single,10,gym,4,2294.42,6141.5,credit card,1/10/2025,1/15/2025,4
Okada Manila,cancelled,single,9,spa,5,1581.13,24139.14,cash,1/17/2025,2/8/2025,4
The Manila Hotel,pending,suite,8,spa,4,1586.07,8892.05,credit card,1/28/2025,1/31/2025,4
Okada Manila,confirmed,double,9,spa,3,4424.46,12755.59,cash,2/2/2025,2/7/2025,2
Grand Hyatt Manila,cancelled,suite,2,spa,10,2401.44,22506.92,cash,1/31/2025,2/7/2025,1
The Manila Hotel,cancelled,double,3,gym,5,4231.25,25764.95,cash,1/9/2025,1/23/2025,5
Okada Manila,confirmed,suite,1,gym,1,4466.4,23612.32,online transfer,1/1/2025,2/9/2025,3
The Manila Hotel,pending,single,3,spa,8,2875.9,12748.89,online transfer,2/7/2025,1/25/2025,2
Okada Manila,cancelled,single,3,pool,4,4416.58,4283.14,credit card,1/17/2025,2/3/2025,3
The Peninsula Manila,confirmed,double,6,pool,6,3202.04,3341.86,online transfer,2/17/2025,2/7/2025,2
The Peninsula Manila,cancelled,single,4,pool,1,3383.39,13752.22,cash,1/16/2025,1/14/2025,1
Okada Manila,confirmed,single,2,gym,5,4827.89,14255.51,credit card,1/28/2025,1/20/2025,4
The Peninsula Manila,confirmed,suite,9,spa,3,1952.08,9524.17,credit card,1/23/2025,1/9/2025,5
Okada Manila,pending,suite,1,spa,3,4541.46,2326.8,online transfer,1/1/2025,2/1/2025,4
The Manila Hotel,confirmed,suite,3,gym,9,3078.52,17715.16,credit card,1/20/2025,1/22/2025,5
Okada Manila,confirmed,suite,2,pool,2,2662.42,8282.93,online transfer,2/5/2025,2/2/2025,4
Grand Hyatt Manila,confirmed,single,7,gym,9,4736.21,25481.21,credit card,2/4/2025,1/27/2025,4
Okada Manila,confirmed,suite,2,gym,4,4954.64,22938.47,credit card,1/25/2025,1/19/2025,5
The Manila Hotel,pending,double,6,spa,8,4461.1,23958.01,cash,2/14/2025,2/3/2025,2
Grand Hyatt Manila,cancelled,suite,4,gym,8,2497.56,27219.59,credit card,1/5/2025,1/17/2025,5
Okada Manila,cancelled,double,5,gym,3,4367.75,8347.34,online transfer,2/7/2025,2/9/2025,3
Grand Hyatt Manila,confirmed,double,10,pool,5,2468.45,28384.46,online transfer,2/3/2025,1/31/2025,2
The Manila Hotel,pending,single,2,pool,9,1835.69,19847.86,cash,1/12/2025,2/7/2025,2
The Manila Hotel,cancelled,double,4,spa,4,4482.69,28362.26,credit card,2/12/2025,1/7/2025,5
The Manila Hotel,pending,suite,7,pool,8,2861.55,9627.31,online transfer,2/10/2025,1/22/2025,4
Okada Manila,pending,suite,8,pool,5,3388.61,23461.22,credit card,1/28/2025,2/7/2025,3
Okada Manila,confirmed,single,1,pool,4,3593.43,24140.23,cash,2/15/2025,2/6/2025,1
Grand Hyatt Manila,confirmed,suite,3,gym,9,3204.96,4691.24,credit card,1/21/2025,1/31/2025,4
Okada Manila,confirmed,double,9,pool,9,3083.13,5666.35,cash,1/13/2025,1/19/2025,2
Grand Hyatt Manila,cancelled,double,10,pool,8,3714.08,6387.74,cash,2/6/2025,1/14/2025,5
The Peninsula Manila,pending,suite,3,spa,1,4780.17,29914.29,cash,2/11/2025,2/19/2025,5
The Peninsula Manila,confirmed,suite,3,gym,10,2595.04,19984.89,online transfer,1/24/2025,2/17/2025,1
The Peninsula Manila,cancelled,double,2,spa,4,1636.17,14453.43,credit card,2/6/2025,1/4/2025,2
The Peninsula Manila,cancelled,single,6,pool,10,2252.49,18507.69,credit card,1/10/2025,1/3/2025,1
Grand Hyatt Manila,pending,suite,10,gym,4,3974.58,14199.12,online transfer,1/5/2025,2/7/2025,4
Grand Hyatt Manila,pending,double,1,spa,6,2128.76,8952.98,online transfer,1/9/2025,2/9/2025,5
The Peninsula Manila,pending,suite,8,gym,3,4331.41,9186.9,online transfer,2/2/2025,1/30/2025,5
Okada Manila,cancelled,double,9,pool,7,4160.53,16097.69,cash,1/22/2025,1/19/2025,5
The Peninsula Manila,confirmed,double,9,gym,8,4460.7,7685.69,online transfer,1/21/2025,1/12/2025,4
The Peninsula Manila,cancelled,double,6,pool,1,2366.19,20202.03,credit card,1/22/2025,1/10/2025,2
Grand Hyatt Manila,cancelled,suite,9,gym,2,4177.5,27998.51,online transfer,1/23/2025,1/1/2025,3
Grand Hyatt Manila,cancelled,suite,2,spa,1,3005.75,8628.56,credit card,2/7/2025,2/18/2025,4
Okada Manila,pending,single,4,pool,5,4669.3,24547.93,online transfer,1/23/2025,1/17/2025,1
The Peninsula Manila,confirmed,double,4,gym,4,4163.38,6753.69,credit card,1/7/2025,1/30/2025,3
Okada Manila,pending,single,10,pool,4,4516.77,29007.52,credit card,1/16/2025,1/16/2025,3
Grand Hyatt Manila,confirmed,single,9,pool,9,4517.05,16148.38,cash,2/16/2025,2/11/2025,3
Okada Manila,confirmed,single,10,gym,8,3900.3,6439.38,credit card,1/23/2025,1/29/2025,2
Grand Hyatt Manila,pending,single,7,gym,2,4254.23,2851.7,credit card,1/21/2025,2/2/2025,1
The Manila Hotel,cancelled,single,3,gym,9,3265.56,15517.18,credit card,1/20/2025,2/11/2025,4
Grand Hyatt Manila,cancelled,suite,9,pool,4,2108.74,17273.29,cash,1/27/2025,1/6/2025,2
The Peninsula Manila,cancelled,double,10,spa,3,2053.19,17532.04,credit card,1/12/2025,2/6/2025,3
Okada Manila,confirmed,double,1,spa,7,2538.27,9636.57,online transfer,2/13/2025,1/12/2025,5
Okada Manila,pending,double,4,spa,3,3400.85,4335.72,online transfer,1/20/2025,2/2/2025,2
The Peninsula Manila,confirmed,single,1,spa,6,2791.01,4752.59,credit card,2/2/2025,1/6/2025,1
The Manila Hotel,cancelled,single,7,gym,4,1635.31,17115.81,cash,1/3/2025,1/26/2025,1
The Manila Hotel,pending,double,6,spa,5,4554.44,1943.81,online transfer,2/10/2025,1/16/2025,5
Grand Hyatt Manila,pending,suite,1,spa,5,1836.94,23984.1,credit card,1/1/2025,1/12/2025,5
Grand Hyatt Manila,pending,single,4,gym,3,3122.83,9210.48,cash,1/16/2025,2/12/2025,4
Grand Hyatt Manila,pending,single,10,pool,7,2057.74,4462.6,cash,1/1/2025,1/25/2025,3
Grand Hyatt Manila,cancelled,single,8,gym,5,3532.89,8609.09,online transfer,1/24/2025,1/4/2025,4
The Manila Hotel,pending,single,9,spa,4,4959.16,29327.23,cash,2/16/2025,2/12/2025,1
Okada Manila,pending,suite,9,spa,3,3150.7,3454.13,credit card,1/4/2025,2/13/2025,1
Grand Hyatt Manila,confirmed,single,4,spa,6,4453.77,25699.9,cash,2/4/2025,2/9/2025,5
Grand Hyatt Manila,pending,double,9,gym,7,3012.95,3674.95,cash,2/17/2025,2/17/2025,1
The Peninsula Manila,confirmed,suite,6,gym,6,1857.8,14468.89,online transfer,2/7/2025,1/27/2025,2
The Manila Hotel,pending,single,4,spa,7,1575.33,13408.6,online transfer,1/21/2025,1/9/2025,3
The Manila Hotel,pending,suite,8,gym,6,2890.63,12963.5,online transfer,1/29/2025,1/10/2025,2
The Manila Hotel,cancelled,double,3,spa,1,1560.36,8303.32,online transfer,2/15/2025,1/10/2025,5
Grand Hyatt Manila,cancelled,double,2,gym,9,4439.74,28746.58,cash,2/13/2025,1/10/2025,3
Okada Manila,confirmed,suite,10,pool,6,1923.14,25631.42,cash,2/19/2025,2/17/2025,3
The Peninsula Manila,cancelled,single,1,gym,6,2597.31,6197.22,credit card,1/17/2025,2/4/2025,5
The Peninsula Manila,pending,double,9,spa,4,1824.84,28855.55,online transfer,1/6/2025,2/15/2025,3
Okada Manila,pending,double,5,gym,4,4733.94,21652.87,credit card,2/9/2025,1/28/2025,2
Okada Manila,cancelled,suite,1,spa,2,1841.41,2158.32,cash,1/8/2025,1/26/2025,2
Grand Hyatt Manila,confirmed,double,9,pool,7,2759.13,24906.45,online transfer,2/15/2025,1/15/2025,1
The Peninsula Manila,confirmed,double,5,spa,7,4286.56,27291.19,cash,1/14/2025,1/19/2025,1
The Manila Hotel,pending,single,6,spa,8,4173.15,4446.08,credit card,1/23/2025,1/30/2025,5
Okada Manila,pending,double,7,spa,10,4567.03,2168.31,cash,1/6/2025,1/8/2025,4
Okada Manila,cancelled,double,3,pool,2,3924.33,14615.05,online transfer,1/20/2025,2/3/2025,3
The Peninsula Manila,cancelled,double,8,gym,2,3506.16,27616.82,online transfer,2/12/2025,1/12/2025,2
The Manila Hotel,cancelled,suite,10,pool,8,1936.27,15128.09,online transfer,2/8/2025,2/8/2025,1
The Peninsula Manila,pending,double,4,pool,2,3819.1,7663.75,cash,1/30/2025,2/6/2025,4
Grand Hyatt Manila,confirmed,suite,6,spa,6,2119.47,8827.99,cash,2/5/2025,1/19/2025,1
The Peninsula Manila,pending,suite,2,spa,6,1978.38,26739.3,cash,1/25/2025,1/24/2025,1
Okada Manila,cancelled,suite,1,gym,4,3936.96,9782.33,credit card,2/7/2025,1/25/2025,1
The Manila Hotel,confirmed,single,6,pool,7,3318.53,6813.72,online transfer,1/14/2025,1/23/2025,4
Grand Hyatt Manila,confirmed,suite,4,gym,1,2765.09,12594.18,credit card,1/11/2025,1/1/2025,3
The Manila Hotel,pending,single,7,spa,8,3102.62,23838.76,online transfer,1/13/2025,1/11/2025,1
The Peninsula Manila,pending,suite,2,spa,5,3974.52,15272.92,credit card,1/8/2025,1/24/2025,2
The Manila Hotel,pending,double,3,pool,7,4645.33,9060.28,credit card,2/18/2025,1/31/2025,1
Grand Hyatt Manila,cancelled,single,3,pool,3,3002.48,9705.68,cash,2/3/2025,2/18/2025,2
The Peninsula Manila,cancelled,suite,8,gym,2,4247.99,3397.3,online transfer,1/4/2025,1/2/2025,4
The Peninsula Manila,pending,single,6,spa,10,2415.6,26207.83,online transfer,1/6/2025,2/13/2025,5
The Manila Hotel,pending,double,9,spa,5,3840.77,20729.65,cash,1/6/2025,2/17/2025,3
The Manila Hotel,cancelled,single,1,pool,8,4528.31,1576.19,credit card,2/9/2025,2/16/2025,3
Grand Hyatt Manila,confirmed,single,1,pool,4,2827.95,4238.76,credit card,2/3/2025,2/7/2025,2
The Peninsula Manila,confirmed,double,2,gym,8,3237.88,8228.91,online transfer,1/28/2025,1/28/2025,4
The Manila Hotel,cancelled,suite,9,spa,7,2753.19,21978.01,credit card,2/1/2025,1/18/2025,1
The Manila Hotel,pending,suite,6,spa,9,3102.23,7031.24,cash,1/17/2025,1/5/2025,4
The Peninsula Manila,confirmed,suite,3,spa,2,3581.98,17029.72,credit card,1/16/2025,2/6/2025,2
Grand Hyatt Manila,pending,double,7,gym,9,4261.28,7894.6,credit card,1/18/2025,2/3/2025,3
Okada Manila,confirmed,suite,1,pool,7,3145.02,27620.46,credit card,2/7/2025,1/4/2025,5
The Manila Hotel,confirmed,suite,10,gym,8,2476.61,4556.48,credit card,1/7/2025,2/8/2025,3
Grand Hyatt Manila,confirmed,double,5,spa,1,4172.57,3632.05,credit card,1/15/2025,1/4/2025,2
Grand Hyatt Manila,pending,double,7,gym,5,3144.52,29600.19,online transfer,1/17/2025,1/22/2025,4
Okada Manila,pending,suite,2,pool,5,2492.51,29360.57,credit card,2/6/2025,1/15/2025,2
The Peninsula Manila,pending,single,3,pool,2,4166.73,4150.01,cash,1/15/2025,1/27/2025,5
The Manila Hotel,confirmed,single,3,spa,2,1552.65,14784.47,credit card,1/1/2025,1/3/2025,3
Okada Manila,cancelled,suite,1,spa,4,3566.9,27122.54,online transfer,1/23/2025,1/27/2025,3
Grand Hyatt Manila,cancelled,suite,1,spa,10,2225.79,6517.95,credit card,1/21/2025,2/17/2025,4
The Manila Hotel,confirmed,double,3,pool,8,4345.05,17445.7,cash,1/7/2025,1/11/2025,1
The Peninsula Manila,pending,double,1,pool,9,4933.16,19481.25,credit card,1/3/2025,1/9/2025,2
Okada Manila,confirmed,single,5,pool,3,2724.69,28335.23,online transfer,1/10/2025,1/23/2025,1
The Peninsula Manila,confirmed,single,3,spa,1,1890.32,2274.55,credit card,1/25/2025,2/10/2025,4
The Manila Hotel,confirmed,double,5,gym,3,3163.7,16260.73,online transfer,1/24/2025,1/23/2025,5
The Manila Hotel,pending,single,2,pool,7,2792.34,13155.5,online transfer,2/7/2025,2/9/2025,5
The Manila Hotel,pending,double,9,spa,6,4037.48,5587.75,cash,1/24/2025,1/4/2025,3
The Manila Hotel,confirmed,double,3,gym,10,3265.96,18661.04,online transfer,1/20/2025,2/13/2025,5
The Manila Hotel,pending,suite,9,gym,1,3890.96,5098.06,cash,1/18/2025,1/1/2025,1
The Manila Hotel,pending,double,3,gym,7,3189.0,12900.38,online transfer,1/1/2025,2/17/2025,4
Grand Hyatt Manila,pending,suite,10,gym,2,4460.6,26363.9,credit card,2/1/2025,1/16/2025,4
